CustomerID,total_orders,total_items,total_revenue,avg_order_value,unique_products,first_purchase,last_purchase,days_since_last_purchase,customer_lifespan,purchase_frequency,churned,churn_probability,churn_risk
12448,1,243,449.45,20.429545454545455,22,2011-10-26 13:46:00,2011-10-26 13:46:00,43,0,1.0,0,0.0030598774795836,Medium Risk
12449,4,1553,4067.29,21.294712041884814,118,2011-06-05 15:37:00,2011-11-17 13:46:00,21,164,0.0242424242424242,0,0.0002416952158803,Low Risk
12450,2,128,197.88,24.735,7,2011-06-19 14:36:00,2011-07-06 14:41:00,155,17,0.1111111111111111,1,0.9993553831971308,High Risk
12451,6,6455,8933.52,25.164845070422537,265,2011-01-19 09:05:00,2011-11-29 08:40:00,10,313,0.019108280254777,0,3.601387232490857e-05,Low Risk
12452,3,183,428.57,18.63347826086957,21,2011-11-23 08:05:00,2011-11-23 10:28:00,16,0,3.0,0,4.221018512163372e-05,Low Risk
12453,1,473,707.09,16.443953488372095,43,2011-07-28 14:08:00,2011-07-28 14:08:00,133,0,1.0,1,0.986875216721406,Medium Risk
12454,2,0,5.684341886080804e-14,1.8947806286936005e-15,15,2011-10-14 17:13:00,2011-10-17 15:07:00,52,2,0.6666666666666666,0,0.0100861662628844,Medium Risk
12455,6,2089,2466.86,27.409555555555556,85,2011-02-16 09:56:00,2011-09-27 15:31:00,72,223,0.0267857142857142,0,0.0698115961258941,Medium Risk
12456,4,1616,3153.89,24.44875968992248,105,2011-03-30 09:12:00,2011-10-26 14:41:00,43,210,0.0189573459715639,0,0.0029132806991317,Medium Risk
12457,12,695,1917.78,28.20264705882353,53,2011-04-14 18:57:00,2011-10-12 13:46:00,57,180,0.0662983425414364,0,0.0117689665246757,Medium Risk
12458,2,506,947.4,24.931578947368426,35,2011-02-28 10:55:00,2011-09-29 15:25:00,70,213,0.0093457943925233,0,0.0761577831929834,Medium Risk
12461,2,287,826.88,23.62514285714286,35,2011-07-08 10:23:00,2011-09-06 16:57:00,93,60,0.0327868852459016,1,0.5660653299996066,Medium Risk
12462,4,514,1124.01,15.61125,51,2011-02-09 14:44:00,2011-12-07 14:02:00,1,300,0.0132890365448504,0,2.7430955424926613e-05,Low Risk
12463,7,757,1303.63,14.813977272727271,66,2011-04-12 12:47:00,2011-10-24 13:43:00,45,195,0.0357142857142857,0,0.0037418502027558,Medium Risk
12464,8,112,1212.05,41.79482758620689,6,2011-02-03 13:30:00,2011-11-29 13:33:00,9,299,0.0266666666666666,0,6.194377447699466e-05,Low Risk
12465,3,475,733.89,14.39,46,2011-06-23 13:37:00,2011-12-02 11:34:00,7,161,0.0185185185185185,0,6.751821254967443e-05,Low Risk
12468,3,364,724.0400000000001,18.101000000000003,36,2011-01-27 13:29:00,2011-07-19 13:42:00,142,173,0.0172413793103448,1,0.9964465819807172,High Risk
12471,49,7953,18705.52,35.29343396226415,152,2010-12-02 10:37:00,2011-12-07 15:43:00,1,370,0.1320754716981132,0,1.869381396460988e-06,Low Risk
12472,13,4020,6229.48,15.932173913043478,226,2010-12-01 14:33:00,2011-11-09 11:33:00,30,342,0.0379008746355685,0,0.0002864417930904,Low Risk
12473,9,2338,2837.73,15.942303370786515,140,2011-06-01 10:15:00,2011-11-10 13:48:00,28,162,0.0552147239263803,0,0.0004329126746534,Low Risk
12474,30,4750,7064.7699999999995,15.526967032967033,253,2010-12-06 12:00:00,2011-11-22 14:39:00,16,351,0.0852272727272727,0,2.658123171119135e-05,Low Risk
12475,1,535,723.38,20.093888888888888,36,2011-10-17 10:10:00,2011-10-17 10:10:00,53,0,1.0,0,0.0090765740425708,Medium Risk
12476,20,2337,6546.58,24.79765151515151,177,2010-12-13 14:37:00,2011-12-08 14:08:00,0,359,0.0555555555555555,0,7.582154402697808e-06,Low Risk
12477,9,3620,13117.01,42.58769480519481,192,2011-02-01 11:09:00,2011-11-17 09:51:00,22,288,0.0311418685121107,0,0.0001214019575817,Low Risk
12478,1,236,680.99,18.91638888888889,36,2011-12-06 09:56:00,2011-12-06 09:56:00,3,0,1.0,0,3.2381552688699854e-05,Low Risk
12479,3,351,477.3,13.637142857142855,31,2011-11-28 13:26:00,2011-12-06 09:25:00,3,7,0.375,0,4.3524659331166465e-05,Low Risk
12480,4,1707,3281.63,21.30928571428571,129,2011-01-07 15:27:00,2011-11-11 14:52:00,27,307,0.0129870129870129,0,0.0004077217839228,Low Risk
12481,11,3280,5574.36,25.688294930875575,150,2010-12-09 10:13:00,2011-11-17 08:29:00,22,342,0.032069970845481,0,0.0001500025172431,Low Risk
12483,13,1097,2327.13,28.73,46,2011-01-04 14:20:00,2011-11-22 17:03:00,16,322,0.0402476780185758,0,9.696900970386938e-05,Low Risk
12484,8,2181,4480.87,12.913170028818444,256,2011-01-07 14:04:00,2011-11-07 11:37:00,32,303,0.0263157894736842,0,0.0004483000238209,Low Risk
12488,3,529,1298.66,23.612,46,2011-09-25 10:34:00,2011-11-30 08:50:00,9,65,0.0454545454545454,0,9.116428838843384e-05,Low Risk
12489,1,105,334.93,22.328666666666667,15,2011-01-07 13:13:00,2011-01-07 13:13:00,335,0,1.0,1,0.9999999999984296,High Risk
12490,10,3064,5417.93,22.114,131,2011-01-14 09:13:00,2011-12-04 16:07:00,4,324,0.0307692307692307,0,2.188214990590782e-05,Low Risk
12491,1,260,460.4,17.70769230769231,25,2011-11-01 12:18:00,2011-11-01 12:18:00,38,0,1.0,0,0.0017328241557829,Medium Risk
12492,2,192,263.21000000000004,13.160500000000004,19,2011-08-26 14:51:00,2011-10-07 15:15:00,62,42,0.0465116279069767,0,0.0405697751088988,Medium Risk
12493,3,206,416.79,18.121304347826086,20,2011-05-26 14:53:00,2011-06-27 10:17:00,165,31,0.09375,1,0.9997742156186964,High Risk
12494,13,690,1139.35,13.563690476190478,63,2010-12-09 11:31:00,2011-11-30 09:21:00,9,355,0.0365168539325842,0,4.259059471686961e-05,Low Risk
12497,1,1236,1043.1,74.50714285714285,14,2011-09-19 12:29:00,2011-09-19 12:29:00,81,0,1.0,0,0.1820171708609364,Medium Risk
12498,3,159,403.7000000000001,17.55217391304348,21,2011-10-13 09:30:00,2011-11-18 12:53:00,20,36,0.081081081081081,0,0.000346572360356,Low Risk
12500,13,2671,4206.27,64.71184615384617,34,2011-01-10 09:48:00,2011-11-16 16:20:00,22,310,0.0418006430868167,0,0.0001882985982457,Low Risk
12501,2,1722,2089.68,13.0605,149,2011-01-07 12:28:00,2011-01-28 13:54:00,314,21,0.0909090909090909,1,0.9999999999854268,High Risk
12502,5,820,3723.87,25.332448979591835,102,2011-02-03 10:41:00,2011-09-05 11:52:00,95,214,0.0232558139534883,1,0.4895942108556004,Medium Risk
12503,1,-1,-1126.0,-1126.0,1,2011-01-06 11:51:00,2011-01-06 11:51:00,337,0,1.0,1,0.9999999999991828,High Risk
12504,4,51,114.0,7.6,6,2011-11-09 14:56:00,2011-11-21 16:02:00,17,12,0.3076923076923077,0,0.000223542190315,Low Risk
12505,1,-1,-4.5,-4.5,1,2011-02-11 13:39:00,2011-02-11 13:39:00,300,0,1.0,1,0.999999999922351,High Risk
12506,1,23,73.5,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,232,0,1.0,1,0.9999998241422438,High Risk
12507,4,894,1258.06,54.69826086956522,19,2011-02-14 09:24:00,2011-07-28 17:09:00,133,164,0.0242424242424242,1,0.9900673932703342,Medium Risk
12508,2,271,397.88,5.851176470588236,57,2011-11-10 16:27:00,2011-11-13 15:37:00,25,2,0.6666666666666666,0,0.000437064867824,Low Risk
12509,1,55,176.5,25.214285714285715,7,2011-02-28 14:45:00,2011-02-28 14:45:00,283,0,1.0,1,0.9999999994565764,High Risk
12510,2,353,982.57,29.774848484848484,29,2011-01-18 14:04:00,2011-07-20 10:15:00,142,182,0.0109289617486338,1,0.996570555686647,High Risk
12512,2,96,132.18,4.263870967741935,31,2011-10-04 14:53:00,2011-10-04 14:55:00,65,0,2.0,0,0.0192552077133125,Medium Risk
12513,2,456,586.79,16.299722222222222,35,2011-08-19 10:51:00,2011-09-16 12:45:00,84,28,0.0689655172413793,0,0.3273750866559986,Medium Risk
12514,1,440,1017.68,19.954509803921567,51,2011-03-17 16:38:00,2011-03-17 16:38:00,266,0,1.0,1,0.9999999958421266,High Risk
12515,1,131,383.7,23.98125,16,2010-12-21 15:43:00,2010-12-21 15:43:00,352,0,1.0,1,0.9999999999997684,High Risk
12516,2,875,1312.06,50.46384615384615,20,2011-06-12 11:37:00,2011-09-23 09:13:00,77,102,0.0194174757281553,0,0.172987783279658,Medium Risk
12517,6,1338,2443.65,8.69626334519573,232,2011-06-02 15:13:00,2011-11-11 14:04:00,27,161,0.037037037037037,0,0.0003623735838468,Low Risk
12518,5,1318,2056.89,16.58782258064516,84,2011-08-21 13:18:00,2011-12-09 10:13:00,0,109,0.0454545454545454,0,2.6350328371507777e-05,Low Risk
12519,1,175,330.84,19.461176470588235,17,2011-10-07 09:26:00,2011-10-07 09:26:00,63,0,1.0,0,0.0288790412182197,Medium Risk
12520,6,1430,2582.51,16.66135483870968,121,2011-03-11 11:35:00,2011-09-21 15:23:00,78,194,0.0307692307692307,0,0.1224306014958756,Medium Risk
12521,1,309,599.68,15.781052631578946,38,2011-07-20 10:51:00,2011-07-20 10:51:00,142,0,1.0,1,0.9952637563347309,Medium Risk
12522,2,194,192.72,16.06,11,2011-10-19 14:41:00,2011-10-31 15:30:00,38,12,0.1538461538461538,0,0.0027869845265723,Medium Risk
12523,13,861,1745.57,15.86881818181818,84,2011-01-12 09:43:00,2011-12-08 11:46:00,1,330,0.039274924471299,0,1.6643366249268224e-05,Low Risk
12524,8,3699,4485.72,31.150833333333335,113,2011-01-10 10:35:00,2011-11-30 15:31:00,8,324,0.0246153846153846,0,4.044184166930103e-05,Low Risk
12526,3,632,1316.66,18.54450704225352,64,2011-09-06 14:19:00,2011-12-09 12:09:00,0,93,0.0319148936170212,0,3.1066964682058665e-05,Low Risk
12527,3,234,348.71000000000004,19.37277777777778,18,2011-01-18 12:05:00,2011-09-19 11:55:00,81,243,0.0122950819672131,0,0.2181599208574735,Medium Risk
12528,8,750,1922.28,20.234526315789473,50,2011-01-31 09:05:00,2011-11-30 14:40:00,8,303,0.0263157894736842,0,4.969492358243364e-05,Low Risk
12530,5,900,1623.63,23.876911764705884,51,2011-01-07 10:04:00,2011-10-11 12:34:00,59,277,0.0179856115107913,0,0.0181795555859585,Medium Risk
12531,1,45,125.22,7.365882352941177,17,2011-11-25 11:12:00,2011-11-25 11:12:00,14,0,1.0,0,0.0001190645077669,Low Risk
12532,1,153,349.83000000000004,21.864375000000003,16,2011-11-09 13:47:00,2011-11-09 13:47:00,29,0,1.0,0,0.0006411896539563,Low Risk
12534,1,651,1089.18,17.28857142857143,63,2011-08-01 10:26:00,2011-08-01 10:26:00,130,0,1.0,1,0.9806895795669298,Medium Risk
12535,2,219,716.35,21.069117647058825,28,2011-06-06 12:47:00,2011-09-09 08:48:00,91,94,0.0210526315789473,1,0.5064743140145171,Medium Risk
12536,5,2652,4106.82,15.043296703296702,260,2011-10-11 14:52:00,2011-12-02 12:43:00,7,51,0.0961538461538461,0,3.927222352563139e-05,Low Risk
12538,1,191,363.95,17.33095238095238,21,2011-11-10 17:16:00,2011-11-10 17:16:00,28,0,1.0,0,0.0005675225294832,Low Risk
12539,5,2066,3852.5,14.06021897810219,158,2011-01-10 09:11:00,2011-11-17 13:30:00,21,311,0.016025641025641,0,0.000183550605107,Low Risk
12540,19,6677,13309.04,27.669521829521827,278,2010-12-13 09:39:00,2011-11-20 11:31:00,19,342,0.0553935860058309,0,4.662926704017104e-05,Low Risk
12541,3,680,981.18,18.868846153846153,46,2011-03-04 09:32:00,2011-11-10 10:40:00,29,251,0.0119047619047619,0,0.0007250177898862,Low Risk
12544,2,132,355.7,17.785,19,2011-11-03 16:15:00,2011-11-10 11:12:00,29,6,0.2857142857142857,0,0.0009205533050803,Medium Risk
12545,2,523,1000.39,20.0078,42,2011-03-25 12:04:00,2011-09-25 13:39:00,74,184,0.0108108108108108,0,0.1164464275562354,Medium Risk
12546,3,617,1141.5,16.307142857142857,59,2011-09-23 09:44:00,2011-10-24 12:09:00,46,31,0.09375,0,0.0058537839681197,Medium Risk
12547,2,134,207.8,25.975,7,2011-03-04 12:46:00,2011-05-26 12:38:00,197,82,0.0240963855421686,1,0.9999942112588446,High Risk
12548,1,49,95.2,19.04,5,2011-06-26 15:35:00,2011-06-26 15:35:00,165,0,1.0,1,0.999673499794154,High Risk
12550,1,569,964.83,16.92684210526316,57,2011-09-21 14:35:00,2011-09-21 14:35:00,78,0,1.0,0,0.1274095788004313,Medium Risk
12551,1,100,168.0,16.8,10,2010-12-17 11:23:00,2010-12-17 11:23:00,357,0,1.0,1,0.9999999999998712,High Risk
12552,2,88,437.82,21.891,20,2011-10-31 12:11:00,2011-11-01 10:02:00,38,0,2.0,0,0.0009389347536056,Medium Risk
12553,14,1924,3652.25,18.633928571428573,95,2011-01-14 10:42:00,2011-12-01 16:38:00,7,321,0.0434782608695652,0,2.9430241294807067e-05,Low Risk
12556,2,355,599.56,5.038319327731092,100,2011-07-11 13:35:00,2011-10-20 13:06:00,49,100,0.0198019801980198,0,0.0076647080337752,Medium Risk
12557,5,4384,11990.96,363.36242424242425,15,2010-12-03 12:20:00,2011-11-23 16:59:00,15,355,0.0140449438202247,0,8.452926888034844e-05,Low Risk
12558,2,0,1.0658141036401504e-14,4.844609562000683e-16,11,2011-12-02 10:41:00,2011-12-08 10:14:00,1,5,0.3333333333333333,0,3.936283501873865e-05,Low Risk
12559,3,281,536.21,24.37318181818182,21,2011-01-24 10:12:00,2011-02-02 09:49:00,310,8,0.3333333333333333,1,0.9999999999800612,High Risk
12560,4,1078,2101.39,18.93144144144144,92,2011-07-19 15:55:00,2011-12-04 13:54:00,4,137,0.0289855072463768,0,4.11277127171822e-05,Low Risk
12561,1,177,238.85,14.928125,16,2011-02-10 11:39:00,2011-02-10 11:39:00,302,0,1.0,1,0.9999999999352582,High Risk
12562,7,1779,3781.74,22.510357142857146,99,2011-05-25 12:44:00,2011-12-01 17:20:00,7,190,0.0366492146596858,0,4.487725378220074e-05,Low Risk
12564,1,133,456.9,21.757142857142856,21,2011-03-23 14:55:00,2011-03-23 14:55:00,260,0,1.0,1,0.9999999924375856,High Risk
12565,2,75,131.17,13.117,9,2011-02-24 10:34:00,2011-03-03 11:43:00,281,7,0.25,1,0.9999999995382431,High Risk
12566,2,264,346.7,17.335,19,2011-09-14 14:30:00,2011-09-28 09:57:00,72,13,0.1428571428571428,0,0.1130381269050618,Medium Risk
12567,11,4089,9114.94,19.686695464362852,323,2010-12-05 11:57:00,2011-11-17 11:02:00,22,346,0.031700288184438,0,9.222102573492048e-05,Low Risk
12569,35,1793,4064.99,21.282670157068065,92,2011-04-01 13:47:00,2011-12-07 16:24:00,1,250,0.1394422310756972,0,6.529167289014978e-06,Low Risk
12571,2,523,519.61,15.28264705882353,31,2011-08-10 12:35:00,2011-10-31 10:19:00,39,81,0.024390243902439,0,0.0029540845465563,Medium Risk
