CustomerID,total_orders,total_items,total_revenue,avg_order_value,unique_products,first_purchase,last_purchase,days_since_last_purchase,customer_lifespan,purchase_frequency,total_active_months,returned_second_month,churned,churn_probability
12436,1,211,509.01,31.813125,16,2011-09-01 12:09:00,2011-09-01 12:09:00,99,0,1.0,1,0,1,0.5605849121532321
12437,18,2922,4951.41,24.88145728643216,118,2011-01-12 14:13:00,2011-12-08 11:35:00,1,329,0.0545454545454545,10,1,0,0.010902506474045646
12438,2,1180,2906.85,29.66173469387755,84,2011-07-22 13:29:00,2011-11-25 13:28:00,13,125,0.0158730158730158,2,1,0,0.2595859768781809
12441,1,121,173.55,15.77727272727273,11,2010-12-08 10:45:00,2010-12-08 10:45:00,366,0,1.0,1,0,1,0.5748221743013193
12442,1,182,172.06,14.338333333333331,12,2011-12-06 14:22:00,2011-12-06 14:22:00,2,0,1.0,1,0,0,0.5716056941764032
12444,5,1153,5005.46,28.44011363636364,138,2011-06-21 14:00:00,2011-11-18 13:23:00,20,149,0.0333333333333333,5,1,0,0.10291949315230549
12445,1,62,133.4,33.35,4,2011-11-17 18:43:00,2011-11-17 18:43:00,21,0,1.0,1,0,0,0.5912409754119873
12446,1,351,1002.31,17.584385964912283,57,2011-10-13 12:50:00,2011-10-13 12:50:00,57,0,1.0,1,0,0,0.46743371572322934
12447,1,190,476.49,18.326538461538465,26,2011-04-10 13:25:00,2011-04-10 13:25:00,242,0,1.0,1,0,1,0.5399855473796237
12448,1,243,449.45,20.429545454545455,22,2011-10-26 13:46:00,2011-10-26 13:46:00,43,0,1.0,1,0,0,0.5476342496173945
12449,4,1553,4067.29,21.294712041884814,118,2011-06-05 15:37:00,2011-11-17 13:46:00,21,164,0.0242424242424242,4,1,0,0.12296302314049669
12450,2,128,197.88,24.735,7,2011-06-19 14:36:00,2011-07-06 14:41:00,155,17,0.1111111111111111,2,1,1,0.6387752609240035
12451,5,6575,9035.52,25.524067796610172,265,2011-01-19 09:05:00,2011-11-29 08:40:00,10,313,0.0159235668789808,4,1,0,0.007563722185102527
12452,2,185,430.57,19.571363636363635,21,2011-11-23 08:05:00,2011-11-23 10:28:00,16,0,2.0,1,0,0,0.5848870673616557
12453,1,473,707.09,16.443953488372095,43,2011-07-28 14:08:00,2011-07-28 14:08:00,133,0,1.0,1,0,1,0.49701638343739357
12454,1,1006,3528.34,235.22266666666667,15,2011-10-14 17:13:00,2011-10-14 17:13:00,55,0,1.0,1,0,0,0.5293827245496097
12455,6,2089,2466.86,27.409555555555556,85,2011-02-16 09:56:00,2011-09-27 15:31:00,72,223,0.0267857142857142,5,1,0,0.09257212243896747
12456,3,1633,3181.04,25.44832,105,2011-03-30 09:12:00,2011-10-26 14:41:00,43,210,0.0142180094786729,3,1,0,0.1168730440949954
12457,7,843,2363.23,38.11661290322581,53,2011-04-14 18:57:00,2011-10-04 13:13:00,65,172,0.0404624277456647,3,1,0,0.1965311913911345
12458,2,506,947.4,24.931578947368426,35,2011-02-28 10:55:00,2011-09-29 15:25:00,70,213,0.0093457943925233,2,1,0,0.23993987624552057
12461,2,287,826.88,23.62514285714286,35,2011-07-08 10:23:00,2011-09-06 16:57:00,93,60,0.0327868852459016,2,1,1,0.4939728373587136
12462,2,536,1189.59,19.186935483870965,51,2011-02-09 14:44:00,2011-11-21 09:11:00,18,284,0.0070175438596491,2,1,0,0.14043842083923777
12463,4,776,1344.78,16.202168674698793,65,2011-04-12 12:47:00,2011-10-17 13:44:00,52,188,0.0211640211640211,4,1,0,0.1768056214177937
12464,8,112,1212.05,41.79482758620689,6,2011-02-03 13:30:00,2011-11-29 13:33:00,9,299,0.0266666666666666,5,1,0,0.11216040403129199
12465,2,479,742.1899999999999,15.79127659574468,46,2011-06-23 13:37:00,2011-11-22 16:34:00,16,152,0.0130718954248366,2,1,0,0.3108196123291695
12468,2,366,729.5400000000001,19.19842105263158,36,2011-01-27 13:29:00,2011-06-05 11:36:00,187,128,0.0155038759689922,2,1,1,0.3706387350723752
12471,30,8200,19788.65,43.11252723311547,150,2010-12-10 09:35:00,2011-12-07 15:43:00,1,362,0.0826446280991735,12,1,0,0.0012266579473825953
12472,7,4148,6572.11,19.386755162241887,219,2010-12-05 14:19:00,2011-11-07 14:01:00,31,336,0.0207715133531157,7,1,0,0.008504519158569217
12473,5,2414,3928.05,23.52125748502994,140,2011-06-01 10:15:00,2011-11-10 13:46:00,28,162,0.0306748466257668,4,1,0,0.0962074525931688
12474,18,4833,7324.09,17.355663507109004,253,2011-01-14 10:06:00,2011-11-22 14:39:00,16,312,0.0575079872204472,9,1,0,0.0034947435844379236
12475,1,535,723.38,20.093888888888888,36,2011-10-17 10:10:00,2011-10-17 10:10:00,53,0,1.0,1,0,0,0.510499446054632
12476,11,2408,6816.42,29.255021459227468,177,2010-12-13 14:39:00,2011-11-24 12:40:00,15,345,0.0317919075144508,9,1,0,0.008813216201829328
12477,6,3653,13219.74,44.0658,191,2011-02-11 12:45:00,2011-11-17 09:51:00,22,278,0.021505376344086,5,1,0,0.016717472648306347
12478,1,236,680.99,18.91638888888889,36,2011-12-06 09:56:00,2011-12-06 09:56:00,3,0,1.0,1,0,0,0.5164483647135392
12479,1,385,527.2,17.006451612903227,31,2011-11-28 13:26:00,2011-11-28 13:26:00,10,0,1.0,1,0,0,0.5254086010612751
12480,4,1707,3281.63,21.30928571428571,129,2011-01-07 15:27:00,2011-11-11 14:52:00,27,307,0.0129870129870129,4,1,0,0.04421808916960647
12481,10,3294,5579.82,25.8325,150,2010-12-09 10:13:00,2011-11-17 08:29:00,22,342,0.0291545189504373,7,1,0,0.013856417717834713
12483,8,1110,2484.98,33.133066666666664,46,2011-01-04 14:20:00,2011-11-22 17:02:00,16,322,0.0247678018575851,7,1,0,0.05327271774578947
12484,6,2187,4527.32,13.199183673469388,256,2011-01-07 14:04:00,2011-11-07 11:37:00,32,303,0.0197368421052631,4,1,0,0.013597553594293718
12488,3,529,1298.66,23.612,46,2011-09-25 10:34:00,2011-11-30 08:50:00,9,65,0.0454545454545454,3,1,0,0.41934246193902525
12489,1,105,334.93,22.328666666666667,15,2011-01-07 13:13:00,2011-01-07 13:13:00,335,0,1.0,1,0,1,0.5657560596801955
12490,10,3064,5417.93,22.114,131,2011-01-14 09:13:00,2011-12-04 16:07:00,4,324,0.0307692307692307,8,1,0,0.017194460986813844
12491,1,260,460.4,17.70769230769231,25,2011-11-01 12:18:00,2011-11-01 12:18:00,38,0,1.0,1,0,0,0.5408752344006735
12492,2,192,263.21000000000004,13.160500000000004,19,2011-08-26 14:51:00,2011-10-07 15:15:00,62,42,0.0465116279069767,2,1,0,0.5666105167588475
12493,2,207,433.74,19.715454545454545,20,2011-05-26 14:53:00,2011-06-27 10:17:00,165,31,0.0625,2,1,1,0.5831729442165144
12494,7,707,1246.1,16.183116883116885,63,2010-12-09 11:31:00,2011-11-24 09:34:00,15,349,0.02,6,1,0,0.047303929473012284
12497,1,1236,1043.1,74.50714285714285,14,2011-09-19 12:29:00,2011-09-19 12:29:00,81,0,1.0,1,0,0,0.5427043220459556
12498,3,159,403.7000000000001,17.55217391304348,21,2011-10-13 09:30:00,2011-11-18 12:53:00,20,36,0.081081081081081,2,1,0,0.5625094250970514
12500,11,2678,4257.82,69.80032786885245,34,2011-01-10 09:48:00,2011-11-16 16:20:00,22,310,0.0353697749196141,7,1,0,0.04705572291150382
12501,1,1783,2169.39,14.5596644295302,149,2011-01-07 12:28:00,2011-01-07 12:28:00,336,0,1.0,1,0,1,0.2590784632007098
12502,5,820,3723.87,25.332448979591835,102,2011-02-03 10:41:00,2011-09-05 11:52:00,95,214,0.0232558139534883,5,1,1,0.09417920976687796
12504,2,90,482.0499999999999,53.5611111111111,6,2011-11-09 14:56:00,2011-11-21 16:02:00,17,12,0.1538461538461538,1,0,0,0.5122641713757821
12506,1,23,73.5,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,232,0,1.0,1,0,1,0.5523043643550019
12507,3,894,1304.81,62.13380952380952,19,2011-02-14 09:24:00,2011-07-28 17:09:00,133,164,0.0181818181818181,2,1,1,0.32137294093166086
12508,2,271,397.88,5.851176470588236,57,2011-11-10 16:27:00,2011-11-13 15:37:00,25,2,0.6666666666666666,1,0,0,0.4430583733621023
12509,1,55,176.5,25.214285714285715,7,2011-02-28 14:45:00,2011-02-28 14:45:00,283,0,1.0,1,0,1,0.5845608004290124
12510,2,353,982.57,29.774848484848484,29,2011-01-18 14:04:00,2011-07-20 10:15:00,142,182,0.0109289617486338,2,1,1,0.29571340332194257
12512,2,96,132.18,4.263870967741935,31,2011-10-04 14:53:00,2011-10-04 14:55:00,65,0,2.0,1,0,0,0.5681035528518533
12513,1,462,612.29,17.494,35,2011-08-19 10:51:00,2011-08-19 10:51:00,112,0,1.0,1,0,1,0.5148593718245482
12514,1,440,1017.68,19.954509803921567,51,2011-03-17 16:38:00,2011-03-17 16:38:00,266,0,1.0,1,0,1,0.4782396108812388
12515,1,131,383.7,23.98125,16,2010-12-21 15:43:00,2010-12-21 15:43:00,352,0,1.0,1,0,1,0.5628526387461935
12516,2,875,1312.06,50.46384615384615,20,2011-06-12 11:37:00,2011-09-23 09:13:00,77,102,0.0194174757281553,2,1,0,0.43503028383853953
12517,5,1361,2481.6,8.894623655913978,232,2011-06-02 15:13:00,2011-11-11 14:04:00,27,161,0.0308641975308641,4,1,0,0.05350606444872633
12518,5,1318,2056.89,16.58782258064516,84,2011-08-21 13:18:00,2011-12-09 10:13:00,0,109,0.0454545454545454,5,1,0,0.20925080933295512
12519,1,175,330.84,19.461176470588235,17,2011-10-07 09:26:00,2011-10-07 09:26:00,63,0,1.0,1,0,0,0.5602585337176851
12520,5,1439,2634.26,17.330657894736845,121,2011-03-11 11:35:00,2011-09-21 15:23:00,78,194,0.0256410256410256,4,1,0,0.10033195667572804
12521,1,309,599.68,15.781052631578946,38,2011-07-20 10:51:00,2011-07-20 10:51:00,142,0,1.0,1,0,1,0.5115029614371552
12522,2,194,192.72,16.06,11,2011-10-19 14:41:00,2011-10-31 15:30:00,38,12,0.1538461538461538,1,0,0,0.5008489534981672
12523,11,865,1789.77,16.884622641509434,84,2011-01-12 09:43:00,2011-11-20 12:55:00,18,312,0.0351437699680511,9,1,0,0.032026428678973325
12524,8,3699,4485.72,31.150833333333335,113,2011-01-10 10:35:00,2011-11-30 15:31:00,8,324,0.0246153846153846,7,1,0,0.023649654602032787
12526,3,632,1316.66,18.54450704225352,64,2011-09-06 14:19:00,2011-12-09 12:09:00,0,93,0.0319148936170212,3,1,0,0.33406269584130943
12527,3,234,348.71000000000004,19.37277777777778,18,2011-01-18 12:05:00,2011-09-19 11:55:00,81,243,0.0122950819672131,3,1,0,0.2098881072115653
12528,6,756,1933.48,21.01608695652174,50,2011-01-31 09:05:00,2011-11-30 14:40:00,8,303,0.0197368421052631,6,1,0,0.07294844767680309
12530,4,913,1662.28,25.186060606060607,51,2011-01-07 10:04:00,2011-10-11 12:34:00,59,277,0.014388489208633,4,1,0,0.1105876537305533
12531,1,45,125.22,7.365882352941177,17,2011-11-25 11:12:00,2011-11-25 11:12:00,14,0,1.0,1,0,0,0.5639880878476481
12532,1,153,349.83000000000004,21.864375000000003,16,2011-11-09 13:47:00,2011-11-09 13:47:00,29,0,1.0,1,0,0,0.5626585194850099
12534,1,651,1089.18,17.28857142857143,63,2011-08-01 10:26:00,2011-08-01 10:26:00,130,0,1.0,1,0,1,0.44858024414146885
12535,2,219,716.35,21.069117647058825,28,2011-06-06 12:47:00,2011-09-09 08:48:00,91,94,0.0210526315789473,2,1,1,0.44908754565136294
12536,3,2803,12601.830000000002,48.282873563218395,260,2011-10-11 14:52:00,2011-10-27 14:20:00,42,15,0.1875,1,0,0,0.05807453921301902
12538,1,191,363.95,17.33095238095238,21,2011-11-10 17:16:00,2011-11-10 17:16:00,28,0,1.0,1,0,0,0.5513104477159761
12539,4,2067,5568.35,20.396886446886448,157,2011-01-10 09:11:00,2011-11-17 13:30:00,21,311,0.0128205128205128,3,1,0,0.03373760905811743
12540,17,6685,13400.24,28.03397489539749,277,2010-12-13 09:39:00,2011-11-20 11:31:00,19,342,0.0495626822157434,11,1,0,0.0014027187326108935
12541,3,680,981.18,18.868846153846153,46,2011-03-04 09:32:00,2011-11-10 10:40:00,29,251,0.0119047619047619,3,1,0,0.15785071397183217
12544,1,136,372.7,19.61578947368421,19,2011-11-03 16:15:00,2011-11-03 16:15:00,35,0,1.0,1,0,0,0.5564858161255829
12545,2,523,1000.39,20.0078,42,2011-03-25 12:04:00,2011-09-25 13:39:00,74,184,0.0108108108108108,2,1,0,0.267737717452901
12546,2,633,1161.5,16.833333333333332,59,2011-09-23 09:44:00,2011-10-24 12:09:00,46,31,0.0625,2,1,0,0.48762582894231227
12547,2,134,207.8,25.975,7,2011-03-04 12:46:00,2011-05-26 12:38:00,197,82,0.0240963855421686,2,1,1,0.5210549203575736
12548,1,49,95.2,19.04,5,2011-06-26 15:35:00,2011-06-26 15:35:00,165,0,1.0,1,0,1,0.5891825705453523
12550,1,569,964.83,16.92684210526316,57,2011-09-21 14:35:00,2011-09-21 14:35:00,78,0,1.0,1,0,0,0.4636689138874214
12551,1,100,168.0,16.8,10,2010-12-17 11:23:00,2010-12-17 11:23:00,357,0,1.0,1,0,1,0.5773437624318565
12552,2,88,437.82,21.891,20,2011-10-31 12:11:00,2011-11-01 10:02:00,38,0,2.0,2,1,0,0.7169947286563462
12553,10,1965,3692.28,19.33130890052356,95,2011-01-14 10:42:00,2011-12-01 16:38:00,7,321,0.031055900621118,9,1,0,0.024836824886906163
12556,2,355,599.56,5.038319327731092,100,2011-07-11 13:35:00,2011-10-20 13:06:00,49,100,0.0198019801980198,2,1,0,0.29756991020554174
12557,5,4384,11990.96,363.36242424242425,15,2010-12-03 12:20:00,2011-11-23 16:59:00,15,355,0.0140449438202247,5,1,0,0.0445612421163136
12558,1,196,269.96,24.54181818181818,11,2011-12-02 10:41:00,2011-12-02 10:41:00,7,0,1.0,1,0,0,0.5729598261060472
12559,2,283,561.71,26.74809523809524,21,2011-01-24 10:12:00,2011-02-02 09:49:00,310,8,0.2222222222222222,2,1,1,0.6257438893640712
12560,3,1110,2134.01,20.323904761904764,91,2011-07-19 15:55:00,2011-12-04 13:54:00,4,137,0.0217391304347826,3,1,0,0.21407576279622376
12561,1,177,238.85,14.928125,16,2011-02-10 11:39:00,2011-02-10 11:39:00,302,0,1.0,1,0,1,0.5629117346141751
12562,7,1779,3781.74,22.510357142857146,99,2011-05-25 12:44:00,2011-12-01 17:20:00,7,190,0.0366492146596858,7,1,0,0.08180939721825624
12564,1,133,456.9,21.757142857142856,21,2011-03-23 14:55:00,2011-03-23 14:55:00,260,0,1.0,1,0,1,0.5517415856264636
12565,1,80,145.92,16.21333333333333,9,2011-02-24 10:34:00,2011-02-24 10:34:00,288,0,1.0,1,0,1,0.5799211005728298
12566,1,265,351.65,18.507894736842104,19,2011-09-14 14:30:00,2011-09-14 14:30:00,85,0,1.0,1,0,0,0.5542334098251976
12567,10,4305,9401.28,21.079103139013455,323,2010-12-05 11:57:00,2011-11-17 11:02:00,22,346,0.0288184438040345,7,1,0,0.0025798893343836034
12569,32,1801,4124.69,21.939840425531912,92,2011-04-01 13:47:00,2011-12-07 16:24:00,1,250,0.1274900398406374,9,1,0,0.015221831500809687
12571,2,523,519.61,15.28264705882353,31,2011-08-10 12:35:00,2011-10-31 10:19:00,39,81,0.024390243902439,2,1,0,0.4621440124591461
12572,2,452,1020.42,17.006999999999998,53,2011-10-19 08:20:00,2011-12-01 09:20:00,8,43,0.0454545454545454,2,1,0,0.48243498848228084
12573,1,84,160.54000000000002,5.733571428571429,26,2011-04-26 15:52:00,2011-04-26 15:52:00,226,0,1.0,1,0,1,0.5442775164049887
12574,1,61,218.45,19.85909090909091,11,2011-01-28 09:20:00,2011-01-28 09:20:00,315,0,1.0,1,0,1,0.5756988143475538
12576,5,967,1315.83,14.952613636363637,72,2011-02-08 11:31:00,2011-11-04 10:11:00,35,268,0.0185873605947955,5,1,0,0.08882153286797928
12577,3,469,626.6,4.291780821917809,137,2010-12-15 16:21:00,2011-11-04 13:24:00,34,323,0.0092592592592592,2,1,0,0.055368172268660795
12578,2,1196,2794.51,24.51324561403509,111,2011-01-13 15:34:00,2011-11-18 13:30:00,20,308,0.0064724919093851,2,1,0,0.06952108615712381
12579,1,285,440.42,15.18689655172414,29,2011-09-22 17:15:00,2011-09-22 17:15:00,77,0,1.0,1,0,0,0.5321595751798485
12580,1,238,415.7,17.320833333333333,24,2011-04-07 10:24:00,2011-04-07 10:24:00,246,0,1.0,1,0,1,0.5437501198618112
